Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,Price
Subaru,2009.0,Liberty,Sedan,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,Blue / Black,4 cyl,Sedan, 4 Doors, 5 Seats,10990
Ford,2004.0,Falcon,Ute / Tray,USED,Automatic,"6 cyl, 4 L",Rear,LPG,White / -,6 cyl,Ute / Tray, 2 Doors, 2 Seats,5995
Toyota,2021.0,Landcruiser,SUV,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,White / Black,8 cyl,SUV, 4 Doors, 5 Seats,130000
Holden,2008.0,Barina,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,Silver / Grey,4 cyl,Hatchback, 3 Doors, 5 Seats,5850
Toyota,2014.0,Hiace,Commercial,USED,Manual,"4 cyl, 3 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 2 Seats,27990
Mazda,2011.0,2,Hatchback,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Red / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,10888
Volkswagen,2015.0,Touareg,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,White / -,6 cyl,SUV, 4 Doors, 5 Seats,25999
Volvo,2022.0,XC60,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,69900
Mazda,2018.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / Black Cloth,4 cyl,SUV, 4 Doors, 5 Seats,32499
Fiat,2017.0,Doblo,Commercial,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,White / Grey,4 cyl,Commercial, 2 Doors, 2 Seats,15990
Hyundai,2015.0,Tucson,SUV,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,27990
Ford,2015.0,Transit,Commercial,USED,Manual,"4 cyl, 2.2 L",Front,Diesel,Gold / -,4 cyl,Commercial, 3 Doors, 2 Seats,31988
Toyota,2020.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / 2Vfa20,4 cyl,Sedan, 4 Doors, 5 Seats,37990
Volkswagen,2020.0,T-Cross,SUV,USED,Automatic,"3 cyl, 1 L",Front,Premium,White / -,3 cyl,SUV, 4 Doors, 5 Seats,24990
Kia,2019.0,Carnival,Wagon,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,Black / -,4 cyl,Wagon, 4 Doors, 8 Seats,53999
Kia,2015.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Black / Cloth,4 cyl,Hatchback, 5 Doors, 5 Seats,19705
Volkswagen,2013.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Blue / -,4 cyl,SUV, 4 Doors, 5 Seats,19837
Hyundai,2021.0,Venue,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,22990
Mercedes-Benz,2020.0,S450,Sedan,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,White / Black,6 cyl,Sedan, 4 Doors, 5 Seats,118888
Honda,2007.0,CR-V,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,Gold / -,4 cyl,SUV, 4 Doors, 5 Seats,7999
Hyundai,2017.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Blue / Grey / Leather,4 cyl,SUV, 4 Doors, 5 Seats,28995
Toyota,2020.0,Corolla,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Grey  Cloth,4 cyl,Sedan, 4 Doors, 5 Seats,29300
Nissan,2020.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,38995
Nissan,2014.0,Qashqai,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,Black / Black,4 cyl,SUV, 4 Doors, 5 Seats,18999
Toyota,2018.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,SUV, 4 Doors, 5 Seats,42900
Holden,2014.0,UTE,Ute / Tray,USED,Automatic,"8 cyl, 6 L",Rear,Unleaded,Black / Black,8 cyl,Ute / Tray, 2 Doors, 2 Seats,35990
Holden,2009.0,Calais,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,Blue / Black,6 cyl,Sedan, 4 Doors, 5 Seats,14990
Land,2017.0,Rover,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / -,4 cyl,SUV, 4 Doors, 5 Seats,38888
Jeep,2019.0,Grand,SUV,USED,Automatic,"8 cyl, 6.4 L",4WD,Premium,White / Grey,8 cyl,SUV, 4 Doors, 5 Seats,92990
Porsche,2017.0,718,Convertible,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,Black / -,4 cyl,Convertible, 2 Doors, 2 Seats,102900
Mercedes-Benz,2015.0,CLS250,Sedan,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,Silver / -,4 cyl,Sedan, 4 Doors, 4 Seats,39800
Mazda,2014.0,3,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,16888
Jeep,2020.0,Grand,SUV,USED,Automatic,"8 cyl, 6.2 L",4WD,Premium,Silver / Black,8 cyl,SUV, 4 Doors, 5 Seats,159990
Mazda,2018.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,Black / Black,4 cyl,SUV, 4 Doors, 5 Seats,27890
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,34926
Holden,2016.0,Cruze,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Blue / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,15490
Mitsubishi,2010.0,Challenger,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,Red / -,4 cyl,SUV, 4 Doors, 7 Seats,13997
Volkswagen,2011.0,Golf,Hatchback,USED,Manual,"4 cyl, 1.2 L",Front,Premium,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Toyota,2019.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,White / -,4 cyl,Sedan, 4 Doors, 5 Seats,38858
Toyota,2021.0,Fortuner,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,SUV, 4 Doors, 7 Seats,62990
Hyundai,2019.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Grey Cloth,4 cyl,Hatchback, 4 Doors, 5 Seats,24999
Honda,2012.0,Civic,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Blue / Grey Velour,4 cyl,Sedan, 4 Doors, 5 Seats,13999
Kia,2013.0,Rondo,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / Black,4 cyl,Wagon, 4 Doors, 7 Seats,17351
Nissan,2012.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,14880
BMW,2014.0,428I,Coupe,USED,Automatic,"4 cyl, 2 L",Rear,Premium,White / -,4 cyl,Coupe, 2 Doors, 4 Seats,35999
Suzuki,2022.0,Swift,Westpoint Autos Nissan & Suzuki New Cars,NEW,Automatic,"4 cyl, 1.2 L",Front,Unleaded,Red / Black,4 cyl,Hatchback, 5 Doors, 5 Seats,29680
Ssangyong,2021.0,Musso,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,36656
Mazda,2021.0,CX-8,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,White / Leather,4 cyl,SUV, 4 Doors, 7 Seats,42990
Isuzu,2017.0,D-MAX,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,36888
Nissan,2010.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 2 Doors, 2 Seats,13950
Hyundai,2017.0,Elantra,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Grey,4 cyl,Sedan, 4 Doors, 5 Seats,20999
Jeep,2022.0,Grand,SUV,USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,White / -,6 cyl,SUV, 4 Doors, 7 Seats,128388
Kia,2013.0,RIO,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,12998
Ford,2019.0,Escape,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Brown / Grey,4 cyl,SUV, 4 Doors, 5 Seats,35888
Honda,2018.0,Civic,Sedan,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Red / Black,4 cyl,Sedan, 4 Doors, 5 Seats,24990
MG,2022.0,ZST,Brighton MG,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 5 Doors, 5 Seats,27980
Mini,2011.0,Cooper,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,White / -,4 cyl,Hatchback, 2 Doors, 4 Seats,17450
Hyundai,2014.0,I20,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,- / -,4 cyl,Hatchback, 3 Doors, 5 Seats,12999
Honda,2019.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Red / Grey,4 cyl,SUV, 4 Doors, 5 Seats,34990
Holden,2018.0,Equinox,SUV,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,23987
Toyota,2009.0,Corolla,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,- / -,4 cyl,Hatchback, 5 Doors, 5 Seats,6500
Alfa,2014.0,Romeo,Hatchback,USED,Manual,"4 cyl, 1.4 L",Front,Premium,Black / -,4 cyl,Hatchback, 5 Doors, 5 Seats,12995
Honda,2023.0,CR-V,SUV,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,Silver / -,4 cyl,SUV, 4 Doors, 5 Seats,46999
Peugeot,2017.0,308,Hatchback,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,Silver / Black,3 cyl,Hatchback, 5 Doors, 5 Seats,16990
Nissan,2018.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,Silver / Black,4 cyl,SUV, 4 Doors, 5 Seats,29990
Mercedes-Benz,2011.0,ML300,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Silver / -,6 cyl,SUV, 4 Doors, 5 Seats,21999
Hyundai,2021.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Orange / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,31990
Kia,2018.0,Cerato,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Subaru,2016.0,Outback,SUV,USED,Manual,"4 cyl, 2 L",AWD,Diesel,Blue / Black Leather,4 cyl,SUV, 4 Doors, 5 Seats,19995
Toyota,2023.0,Yaris,SUV,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,Silver / Grey,3 cyl,SUV, 4 Doors, 5 Seats,36490
Volkswagen,2018.0,Caravelle,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Diesel,White / -,4 cyl,Wagon, 4 Doors, 9 Seats,38971
Hyundai,2014.0,I30,Wagon,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Silver / Black,4 cyl,Wagon, 4 Doors, 5 Seats,16990
Hyundai,2018.0,I30,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,Black / -,4 cyl,Hatchback, 4 Doors, 5 Seats,26888
Nissan,2018.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
Isuzu,2019.0,MU-X,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,51988
Renault,2022.0,Arkana,Cricks Highway New & Demo,DEMO,Automatic,"4 cyl, 1.3 L",Front,Unleaded,White / Black Leather/Suede,4 cyl,SUV, 4 Doors, 5 Seats,38071
Toyota,2019.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / White,4 cyl,SUV, 4 Doors, 7 Seats,60990
Subaru,2016.0,Forester,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / Leather,4 cyl,SUV, 4 Doors, 5 Seats,35800
Hyundai,2020.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,Hatchback, 4 Doors, 5 Seats,21890
Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,White / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,27990
Ford,2013.0,Fiesta,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,Blue / -,4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Skoda,2012.0,Fabia,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Red / -,4 cyl,Hatchback, 5 Doors, 5 Seats,11999
Toyota,2020.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,White / -,4 cyl,SUV, 5 Doors, 5 Seats,50990
Mitsubishi,2018.0,ASX,SUV,USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,White / Grey,4 cyl,SUV, 4 Doors, 5 Seats,24990
Toyota,2009.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,- / -,8 cyl,Ute / Tray, 2 Doors, 3 Seats,58900
Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Black / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,40932
Toyota,2020.0,RAV4,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Grey / Black,4 cyl,SUV, 5 Doors, 5 Seats,31999
BMW,2017.0,740I,Sedan,USED,Automatic,"6 cyl, 3 L",Rear,Premium,White / Black,6 cyl,Sedan, 4 Doors, 5 Seats,79988
Renault,2021.0,Koleos,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,Blue / Black,4 cyl,SUV, 4 Doors, 5 Seats,30990
GWM,2022.0,Haval,Dominelli GWM,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,41990
Jeep,2018.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,Grey / -,6 cyl,SUV, 4 Doors, 5 Seats,52990
Toyota,1998.0,Landcruiser,SUV,USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,White / -,6 cyl,SUV, 4 Doors, 6 Seats,14800
Kia,2020.0,Cerato,Sedan,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,Grey / Black,4 cyl,Sedan, 4 Doors, 5 Seats,28999
Mazda,2019.0,3,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,White / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,24888
Volkswagen,2010.0,Golf,Wagon,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Grey / Black,4 cyl,Wagon, 4 Doors, 5 Seats,10888
Holden,1994.0,Commodore,Ute / Tray,USED,Automatic,"8 cyl, 5 L",Rear,Unleaded,Blue / -,8 cyl,Ute / Tray, 2 Doors, 3 Seats,29990
MG,2022.0,ZST,Browns Plains MG New,NEW,Automatic,"3 cyl, 1.3 L",Front,Unleaded,Red / -,3 cyl,SUV, 5 Doors, 5 Seats,31490
Volkswagen,2016.0,Multivan,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Diesel,Silver / Black,4 cyl,Wagon, 4 Doors, 7 Seats,31990
Mercedes-Benz,2014.0,ML63,SUV,USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,Black / -,8 cyl,SUV, 4 Doors, 5 Seats,64990
Volvo,2015.0,V40,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,Brown / -,4 cyl,Hatchback, 5 Doors, 5 Seats,27990
Mazda,2010.0,BT-50,Ute / Tray,USED,Manual,"4 cyl, 3 L",Rear,Diesel,White / Grey,4 cyl,Ute / Tray, 2 Doors, 4 Seats,14990
Toyota,2008.0,Corolla,Sedan,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,Red / Black,4 cyl,Sedan, 4 Doors, 5 Seats,10995
Mitsubishi,2009.0,Triton,Ute / Tray,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,15990
Hyundai,2020.0,Kona,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,22990
Kia,2018.0,RIO,Hatchback,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,Silver / -,4 cyl,Hatchback, 5 Doors, 5 Seats,18490
Volkswagen,2022.0,Tiguan,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,72888
Ford,2017.0,Mustang,Coupe,USED,Automatic,"8 cyl, 5 L",Rear,Premium,White / Black,8 cyl,Coupe, 2 Doors, 4 Seats,53977
Toyota,2016.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Silver / -,4 cyl,SUV, 4 Doors, 7 Seats,58888
Jeep,2012.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Silver / -,6 cyl,SUV, 4 Doors, 5 Seats,16999
Holden,2015.0,Calais,Sedan,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,White / Black,6 cyl,Sedan, 4 Doors, 5 Seats,28888
Toyota,2019.0,Yaris,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,Orange / -,4 cyl,Hatchback, 5 Doors, 5 Seats,20790
BMW,2008.0,320I,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,Blue / Beige,4 cyl,Sedan, 4 Doors, 5 Seats,11990
Toyota,2013.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,White / -,4 cyl,Ute / Tray, 2 Doors, 3 Seats,24950
Toyota,2003.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,- / -,4 cyl,Hatchback, 5 Doors, 5 Seats,7999
Suzuki,2022.0,Vitara,SUV,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,Green / Black,4 cyl,SUV, 4 Doors, 5 Seats,36990
Hyundai,2013.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,Silver / Slate,4 cyl,Hatchback, 5 Doors, 5 Seats,16980
Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,Blue / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,24913
GWM,2023.0,Tank,Springwood GWM HAVAL,DEMO,Automatic,"4 cyl, 2 L",4WD,-,Orange / Black,4 cyl,SUV, 4 Doors, 5 Seats,49994
Mercedes-Benz,2016.0,CLA250,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / Leather,4 cyl,Sedan, 4 Doors, 5 Seats,33990
Mazda,2013.0,CX-5,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,White / -,4 cyl,SUV, 4 Doors, 5 Seats,15998
Volvo,2022.0,XC60,Volvo Cars Liverpool,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,Red / Perforated Charcoal Leather,4 cyl,SUV, 4 Doors, 5 Seats,99990
Audi,2017.0,RS6,Wagon,USED,Automatic,"8 cyl, 4 L",AWD,Premium,White / -,8 cyl,Wagon, 4 Doors, 5 Seats,149500
Nissan,2015.0,Qashqai,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,20390
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,White / Circuit Fabric,4 cyl,Ute / Tray, 4 Doors, 5 Seats,28999
Honda,2010.0,Accord,Sedan,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,Red / Black  Cloth,4 cyl,Sedan, 4 Doors, 5 Seats,10499
Toyota,2012.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,Black / Black,4 cyl,SUV, 4 Doors, 5 Seats,15990
Nissan,2020.0,Juke,SUV,USED,Automatic,"3 cyl, 1 L",Front,Premium,Red / Black,3 cyl,SUV, 5 Doors, 5 Seats,31990
Hyundai,2011.0,I30,Hatchback,USED,Manual,"4 cyl, 2 L",Front,Unleaded,Blue / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,8990
Ford,2018.0,Escape,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,White / No Descripti,4 cyl,SUV, 4 Doors, 5 Seats,24999
Toyota,2017.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,47980
Mitsubishi,2022.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Cloth,4 cyl,Ute / Tray, 4 Doors, 5 Seats,52990
Skoda,2020.0,Kodiaq,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Premium,Grey / -,4 cyl,SUV, 4 Doors, 7 Seats,45980
Volkswagen,2023.0,Amarok,Ute / Tray,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,Silver / Black,6 cyl,Ute / Tray, 4 Doors, 5 Seats,90000
Toyota,2017.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
Jeep,2014.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,White / Cloth,6 cyl,SUV, 4 Doors, 5 Seats,18990
Toyota,2008.0,RAV4,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,Grey / -,6 cyl,SUV, 4 Doors, 5 Seats,16990
GWM,2022.0,Haval,Hillcrest GWM HAVAL,NEW,Automatic,"4 cyl, 2 L",Front,Premium,Black / -,4 cyl,SUV, 4 Doors, 5 Seats,34485
Volkswagen,2017.0,Amarok,Ute / Tray,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,- / -,6 cyl,Ute / Tray, 4 Doors, 5 Seats,36999
Toyota,2016.0,HiAce,Commercial,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,White / -,4 cyl,Commercial, 4 Doors, 2 Seats,29999
Ram,2019.0,1500,Ute / Tray,USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,Grey / Black,8 cyl,Ute / Tray, 4 Doors, 5 Seats,103997
LDV,2021.0,T60,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,White / Black Cloth,4 cyl,Ute / Tray, 4 Doors, 5 Seats,32999
Hyundai,2019.0,Accent,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,White / -,4 cyl,Hatchback, 5 Doors, 5 Seats,19999
Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,White / Grey,4 cyl,Ute / Tray, 4 Doors, 5 Seats,29990
Toyota,2012.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,Grey / Grey,6 cyl,SUV, 4 Doors, 7 Seats,23990
Skoda,2022.0,Octavia,Alto Skoda Artarmon New Cars,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,White / Rs,4 cyl,Wagon, 4 Doors, 5 Seats,60690
Audi,2016.0,Q5,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Premium,White / Black,4 cyl,SUV, 4 Doors, 5 Seats,38900
Toyota,2014.0,Landcruiser,Ute / Tray,USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,White / -,8 cyl,Ute / Tray, 4 Doors, 5 Seats,64900
Mitsubishi,2014.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Black / -,4 cyl,Sedan, 4 Doors, 5 Seats,33950
Mitsubishi,2009.0,Lancer,Hatchback,USED,Automatic,"4 cyl, 2 L",AWD,Premium,Red / -,4 cyl,Hatchback, 5 Doors, 5 Seats,19999
Toyota,2022.0,Landcruiser,SUV,USED,Automatic,"6 cyl, 3.3 L",4WD,Diesel,Silver / -,6 cyl,SUV, 4 Doors, 7 Seats,139990
Hyundai,2022.0,I30,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,White / Grey,4 cyl,Hatchback, 5 Doors, 5 Seats,66990
Peugeot,2019.0,3008,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,Orange / -,4 cyl,SUV, 4 Doors, 5 Seats,31988
Peugeot,2021.0,3008,SUV,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,Grey / Black,4 cyl,SUV, 4 Doors, 5 Seats,36980
Toyota,2022.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,Blue / -,4 cyl,SUV, 4 Doors, 7 Seats,87999
Nissan,2023.0,Qashqai,Westpoint Autos Nissan & Suzuki New Cars,DEMO,Automatic,"4 cyl, 1.3 L",Front,Premium,Black / Blue/Black,4 cyl,SUV, 4 Doors, 5 Seats,46990
Volkswagen,2013.0,Amarok,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,Grey / -,4 cyl,Ute / Tray, 4 Doors, 5 Seats,17490
MG,2023.0,ZST,Alto Blacktown MG,NEW,Automatic,"3 cyl, 1.3 L",Front,-,Red / Black,3 cyl,SUV, 5 Doors, 5 Seats,35690
Skoda,2023.0,Kodiaq,Alto Skoda Artarmon New Cars,DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,Grey / Sportline,4 cyl,SUV, 4 Doors, 7 Seats,73990
Ram,2019.0,1500,Ute / Tray,USED,Automatic,"8 cyl, 5.7 L",4WD,Unleaded,Grey / Leather,8 cyl,Ute / Tray, 4 Doors, 5 Seats,88990
Suzuki,2008.0,Grand,SUV,USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,Black / -,6 cyl,SUV, 4 Doors, 5 Seats,7950
BMW,2014.0,316I,Sedan,USED,Automatic,"4 cyl, 1.6 L",Rear,Premium,Blue / Black Leather,4 cyl,Sedan, 4 Doors, 5 Seats,17999
Holden,2000.0,Commodore,Sedan,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,Blue / -,8 cyl,Sedan, 4 Doors, 5 Seats,19990
Mitsubishi,2019.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,Blue / Black,4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
